bar1033	events	1671	61	65535	65535	11239422
bar1033	events	1671	71	65535	65535	2098176
bar1033	events	1671	74	65535	65535	2098176
bar1033	events	1671	84	65535	65535	2098176
bar1033	events	1671	87	65535	65535	2098176
bar1033	events	1671	97	65535	65535	2098176
bar1033	events	1671	100	65535	65535	2098176
bar1033	events	1671	110	65535	65535	2098176
bar1033	events	1671	113	65535	65535	2098176
bar1033	events	1671	123	65535	65535	2098176
bar1033	events	1671	126	65535	65535	2098176
bar1033	events	1671	136	65535	65535	2098176
bar1033	events	1671	139	65535	65535	2098176
bar1033	events	1671	149	65535	65535	2098176
bar1033	events	1671	152	65535	65535	2098176
bar1033	events	1671	162	65535	65535	2098176
bar1033	events	1671	165	65535	65535	2098176
bar1033	events	1671	175	65535	65535	2098176
bar1033	events	1671	178	65535	65535	2098176
bar1033	events	1671	188	65535	65535	2098176
bar1033	events	1671	191	65535	65535	2098176
bar1034	events	1672	16	65535	65535	2098176
bar1034	events	1672	19	65535	65535	2098176
bar1034	events	1672	29	65535	65535	2098176
bar1034	events	1672	32	65535	65535	2098176
bar1034	events	1672	42	65535	65535	2098176
bar1034	events	1672	45	65535	65535	2098176
bar1034	events	1672	55	65535	65535	2098176
bar1034	events	1672	58	65535	65535	2098176
bar1034	events	1672	68	65535	65535	2098176
bar1034	events	1672	71	65535	65535	2098176
bar1034	events	1672	81	65535	65535	2098176
bar1034	events	1672	84	65535	65535	2098176
bar1034	events	1672	94	65535	65535	2098176
bar1034	events	1672	97	65535	65535	2098176
bar1034	events	1672	107	65535	65535	2098176
bar1034	events	1672	110	65535	65535	2098176
bar1034	events	1672	120	65535	65535	2098176
bar1034	events	1672	123	65535	65535	2098176
bar1034	events	1672	133	65535	65535	2098176
bar1034	events	1672	136	65535	65535	2098176
bar1034	events	1672	146	65535	65535	2098176
bar1034	events	1672	149	65535	65535	2098176
bar1034	events	1672	159	65535	65535	2098176
bar1034	events	1672	162	65535	65535	2098176
bar1034	events	1672	172	65535	65535	2098176
bar1034	events	1672	175	65535	65535	2098176
bar1034	events	1672	185	65535	65535	2098176
bar1034	events	1672	188	65535	65535	2098176
bar1035	events	1673	16	65535	65535	11239422
bar1035	events	1673	19	65535	65535	11239422
bar1035	events	1673	29	65535	65535	2098176
bar1035	events	1673	32	65535	65535	2098176
bar1035	events	1673	42	65535	65535	2098176
bar1035	events	1673	45	65535	65535	2098176
bar1035	events	1673	55	65535	65535	2098176
bar1035	events	1673	58	65535	65535	2098176
bar1035	events	1673	68	65535	65535	2098176
bar1035	events	1673	71	65535	65535	2098176
bar1035	events	1673	81	65535	65535	2098176
bar1035	events	1673	84	65535	65535	2098176
bar1035	events	1673	94	65535	65535	2098176
bar1035	events	1673	97	65535	65535	2098176
bar1035	events	1673	107	65535	65535	2098176
bar1035	events	1673	110	65535	65535	2098176
bar1035	events	1673	120	65535	65535	2098176
bar1035	events	1673	123	65535	65535	2098176
bar1035	events	1673	133	65535	65535	2098176
bar1035	events	1673	136	65535	65535	2098176
bar1035	events	1673	146	65535	65535	2098176
bar1035	events	1673	149	65535	65535	2098176
bar1035	events	1673	159	65535	65535	2098176
bar1035	events	1673	162	65535	65535	2098176
bar1035	events	1673	172	65535	65535	2098176
bar1035	events	1673	175	65535	65535	2098176
bar1035	events	1673	185	65535	65535	2098176
bar1035	events	1673	188	65535	65535	2098176
